WaterTemp	Coffee	Flame	Time
20			3		1		224
20			4		1		309
80			3		3		115
20			4		2		220
80			4		1		290
20			3		2		140
80			4		3		126
20			4		3		206
80			3		2		130
20			4		1		342
80			3		1		140
80			4		2		108
